id,symbol,status,date,period,price_at_analysis,position_bias,directional_bias,entry_range,target_range,re_evaluation_level,briefing_notes,result_text,outcome,inactive_datetime
1020,META,Inactive,2026-02-11T01:53:53.575Z,Short-Term (1-3 weeks),672.0,Short,None,678.0 - 688.0,646.0 - 631.0,> 695.0,Weekly peaking phase - momentum remains up. Daily cycle high likely formed after the exhaustion gap post earnings. Looking at this as a 30min bear flag. Resistances up to the 200d. Targeting recent swing lows and 78.6 retrace.,Hit T1 +30,Target Zone Reached,2026-02-12T17:43:05Z
1019,AA,Inactive,2026-02-10T14:55:09.117Z,Short-Term (1-3 weeks),61.0,Long,None,61.5 - 60.5,"64.46 - 66.95, 71.22 - 71.22",< 58.18,Weekly analysis suggests AA is due to form a low 1/26 - 3/2. Daily analysis suggests AA is due to form S-T low around end of Jan. Daily ribbon is just trying to turn up today. RS needs to turn up as well. Aluminum futures are also due to form a low so let's see if this can move up out of this consolidation. See video.,Got up to first target +4.5% and is now moving back to favorable. Noting it as a breakeven for the performance tracker.,Pending / Inactive,2026-02-12T15:50:52Z
1018,NSC,Inactive,2026-02-10T12:40:30.232Z,Intermediate-Term (3-8 weeks),305.0,Long,None,300.0 - 296.0,316.0 - 328.0,< 293.7,Weekly analysis suggests NSC is early in a rising phase after breaking out of a monthly base in price. Daily analysis suggests it is early in a rising phase and forming a tight bull flag. See video.,NSC hit the target. Analyze this momentum setup as it is classic - 2 bars up big - 3 bars down small and continuation. Error on my part as favorable should have been above prior day highs 307 vs at lows again.,Target Zone Reached (Early / Missed Entry),2026-02-11T15:18:26Z
1017,TSLA,Inactive,2026-02-06T16:34:00.072Z,Short-Term (1-3 weeks),410.0,Long,None,406.0 - 400.0,421.0 - 429.0,< 393.0,Weekly corrective phase but it has just now tested prior weekly lows - range play.. Daily low due watching for higher low on 30min to set up test into daily EMAs. See video!,This played out exactly as outlined.,Target Zone Reached (Early / Missed Entry),2026-02-09T18:27:40Z
1016,IBKR,Inactive,2026-02-06T14:50:28.005Z,Short-Term (1-3 weeks),72.0,Long,None,72.29 - 72.29,75.06 - 76.7,< 69.01,Weekly rising phase. Daily bull flag into low timing. Breakout setup vs 30min highs.,Now hitting primary targets +6%,Target Zone Reached,2026-02-09T16:03:36Z
1015,NXT,Inactive,2026-02-06T14:28:07.482Z,Short-Term (1-3 weeks),116.0,Long,None,118.4 - 114.6,126.99 - 131.59,< 110.1,"Weekly analysis suggests NXT is late in a rising phase with positive momentum. Daily analysis suggests NXT has a low due around now 2/4 - 2/12. This has had a controlled pullback to the prior resistances and has not filled the earnings gap. Watching for a flag move to the upside. 2/9 premkt
raised favorable, re-eval and targets
due to likely S-T low now in place",In light of the action today going to pull this setup as it hovers above favorable. R/R is not there. Had another chance today and just reaffirmed the line in the sand to the upside,Pending / Inactive,2026-02-10T20:52:46Z
1014,GOOGL,Inactive,2026-02-05T15:36:46.195Z,Short-Term (1-3 weeks),318.0,Short,None,322.0 - 332.0,306.0 - 296.0,> 340.0,Weekly analysis suggests GOOGL is entering a peaking phase post earnings.. Daily cycle breakdown and watching for a WEAK bear flag. Please watch this video - we dive into earnings plays that develop post news. You want to see confirmation that BEARS are in control.,Hitting T1 +16,Target Zone Reached,2026-02-13T14:54:48Z
1013,AVGO,Inactive,2026-02-03T15:29:26.956Z,Short-Term (1-3 weeks),321.5,Short,None,323.5 - 328.0,"307.0 - 303.5, 293.4 - 293.4",> 340.0,"Weekly corrective phase, daily corrective phase. Semis weakening under hood relative weakness developing in KLAC, AVGO, NVDA. Watching for a final LHT to develop on S-T in AVGO to set up the  trough in late Feb - March.",Strong move down into the targets..,Target Zone Reached,2026-02-04T18:20:09Z
1012,BA,Inactive,2026-02-02T16:33:02.678Z,Short-Term (1-3 weeks),235.64,Short,None,239.26 - 245.03,230.2 - 223.61,> 249.13,Weekly rising phase still underway with fist potential rejection.. note there is no daily cycle breakdown to raise odds of weekly peaking phase just yet! Daily ribbon has turned neutral - watching for lower daily high to fail around daily EMAs - see video. Tested resistances AM on 2/3 within 25c so turning green,At base of favorable. Likelihood of getting down to my original target is lower. Will monitor,Pending / Inactive,2026-02-12T14:42:02Z
1011,BAC,Inactive,2026-01-30T15:36:08.714Z,Short-Term (1-3 weeks),53.27,Long,None,53.5 - 53.5,54.43 - 55.17,< 52.0,Weekly analysis suggests a peaking phase with momentum just turning down. Daily analysis suggests a S-T low is likely in on 1/28. Daily gap down on earnings and key pivot is at 53.50 - need daily close over to  turn green. Targeting 50 - 61.8 retracements. It will likely close above the breakout zone today (2/2) - turning green,Conditions for this idea have been satisfied. BAC broke through the favorable zone and has now traded into my primary target (78.6% retrace).,Target Zone Reached,2026-02-03T14:44:30Z
1010,MSFT,Inactive,2026-01-30T15:20:47.970Z,Short-Term (1-3 weeks),436.0,Long,None,441.0 - 442.5,452.0 - 459.0,< 427.0,Weekly analysis suggests MSFT is in a corrective period low due Mar - April. Daily analysis needs more information - it could be a LHT (lower odds) or it is a late low formed on earnings.. Most often it is a late low but the stock needs to prove it ! 30min timeframe is a potential base setup post earnings. This is a breakout play so I need to see a 30min close over the gap high to turn green.,Unlikely to trigger.,Pending / Inactive,2026-02-02T17:09:50Z
1009,JBL,Inactive,2026-01-30T14:53:02.194Z,Short-Term (1-3 weeks),243.75,Long,None,243.26 - 239.0,253.23 - 258.0,< 235.51,"Weekly rising phase, daily low due. Zone is based on daily EMAs. Re-eval is new lows vs 1/29. Targeting 78.6 and prior highs.",Already moving through re-eval  today no support shown all day so really no confirmation today.,Re-evaluation Level Hit,2026-01-30T18:22:45Z
1008,YPF,Inactive,2026-01-29T15:17:07.345Z,Short-Term (1-3 weeks),38.66,Long,None,37.64 - 36.56,39.8 - 41.23,< 35.78,Weekly analysis suggests YPF is in a rising phase with positive momentum. Daily analysis suggests early stages of a rising phase. Watching for move back to rising ribbon and resumption play on daily. see video.,Removing YPF before it hits favorable. Better opportunities elsewhere.,Pending / Inactive,2026-02-03T16:07:44Z
1007,LOW,Inactive,2026-01-28T15:58:40.911Z,Short-Term (1-3 weeks),272.9,Long,None,273.0 - 267.0,284.0 - 287.0,< 264.0,weekly analysis suggests LOW is in a rising phase and showing relative strength vs HD. Bullish right hand translation forming on daily as it tests EMAs.. I am looking for this to be minor support. Targeting a short-term 127.2 Extension and prior All time high (ATH). See video.,Nice clean move into target once low formed.,Target Zone Reached,2026-02-10T16:32:20Z
1006,HL,Inactive,2026-01-27T01:48:47.435Z,Short-Term (1-3 weeks),30.33,Short,None,31.5 - 33.3,"28.05 - 25.1, 24.2 - 24.2",> 34.17,THIS IS A COUNTER-TREND SETUP. Strong reversal yesterday on the highest volume ever for SLV.. HL is in a too far too fast move and with the over-extension I am looking for rally attempt to fail and turn down. 2/2 - 2/9 is when the low is due. V-reversals (If this turns out to be one) - do not correct sideways.,Got to 31+ in pre-market and then sold straight off into target.,Target Zone Reached (Early / Missed Entry),2026-01-27T22:55:41Z
1005,C,Inactive,2026-01-23T20:16:59.839Z,Short-Term (1-3 weeks),113.65,Short,None,113.5 - 114.5,"110.47 - 110.47, 108.58 - 105.65",> 117.32,"weekly analysis suggests rising phase, daily analysis suggests corrective phase and left hand translation. bear triangle on daily forming - watching for follow through.. see video.",This remains in the favorable. Removing it here.,Pending / Inactive,2026-01-29T15:11:26Z
1004,STT,Inactive,2026-01-23T19:57:07.108Z,Short-Term (1-3 weeks),126.3,Short,None,126.6 - 128.7,"123.11 - 123.11, 121.7 - 119.35",> 130.3,Weekly analysis suggests STT is in a peaking phase. Daily analysis shows a breakdown vs prior cycle low. Bear flag post earnings setting up another wave lower. See video.,Moving through re-eval,Re-evaluation Level Hit,2026-01-29T14:36:36Z
1003,NFLX,Inactive,2026-01-23T15:42:47.375Z,Short-Term (1-3 weeks),85.25,Long,None,85.4 - 85.4,88.0 - 90.0,< 82.5,Weekly analysis suggests NFLX is in a corrective period. Daily low is due post earnings - higher low setup. see video.,removing NFLX as it is stalling around favorable,Pending / Inactive,2026-01-28T17:42:12Z
1002,COIN,Inactive,2026-01-22T21:27:48.287Z,Short-Term (1-3 weeks),223.14,Short,None,228.0 - 235.0,216.5 - 203.8,> 241.0,Weekly corrective phase with negative momentum. Daily corrective phase with clear relative weakness.. See video.,COIN sold off into target. A few hours late on this idea.,Target Zone Reached (Early / Missed Entry),2026-01-26T15:09:41Z
1001,CIFR,Inactive,2026-01-21T15:28:46.068Z,Short-Term (1-3 weeks),19.15,Long,None,19.56 - 19.56,"22.44 - 22.86, 23.9 - 25.52",< 17.06,Weekly low due - just like IREN. Rising phase and tight pattern forming on daily into the low. see video. Note it needs a close over the 78.6 daily to turn green on site.,No trigger and now given the selling we are likely  extending out the daily low.. Will be watching for new setup.,Pending / Inactive,2026-01-21T17:29:39Z
1000,IREN,Inactive,2026-01-15T16:12:02.246Z,Short-Term (1-3 weeks),52.06,Long,None,49.0 - 46.0,56.67 - 60.24,< 43.64,Weekly analysis suggests IREN is in a rising phase. Daily analysis suggests there is a bullish right hand translation forming. Expecting a MILD flag to form into the daily EMAs and then resumption higher.. please watch this video.,In target. Did not get into the favorable I published.,Target Zone Reached (Early / Missed Entry),2026-01-16T18:14:04Z
999,ETHA,Inactive,2026-01-15T15:13:28.922Z,Short-Term (1-3 weeks),25.3,Long,None,24.91 - 24.38,26.13 - 27.3,< 23.54,Weekly analysis suggests ETH is just getting into rising phase. Daily analysis suggests it is entering new rising phase after breaking out of a triangle. SlimRibbon and ReversalScout are positive. Looking for modest flags and then higher.. 27.30 is really the area I am looking for on the upside. See video.,Gap down through re-eval,Re-evaluation Level Hit,2026-01-20T21:12:28Z
998,TLT,Inactive,2026-01-14T18:56:15.866Z,Short-Term (1-3 weeks),88.37,Long,None,88.2 - 87.8,89.54 - 90.17,< 87.12,Weekly analysis suggests TLT is forming a minor weekly low. Momentum remains slightly negative. Daily analysis suggests TLT is just entering a new rising phase. See the video.,Clear failure in bonds and notes leaves TLT in a choppy place. We remain in favorable zone. Removing it here,Pending / Inactive,2026-01-16T18:09:00Z
996,MSFT,Inactive,2026-01-13T19:03:32.281Z,Short-Term (1-3 weeks),467.55,Short,None,469.0 - 473.0,459.0 - 451.0,> 480.5,Weekly analysis suggests MSFT is breaking down from its weekly triangle in a corrective phase. Daily analysis suggests MSFT is breaking lower - RS and SlimRibbon daily are negative. If it re-claims the 200d that would invalidate this setup. See video.,Conditions satisfied. MSFT traded into favorable and has since moved into first target. The stock appears to be trying to form a bear flag daily. Will look to establish another setup with this in mind. Note that 450 is still my next target.,Target Zone Reached,2026-01-16T17:09:55Z
995,AAPL,Inactive,2026-01-13T18:36:47.104Z,Short-Term (1-3 weeks),260.2,Short,None,262.8 - 265.7,256.6 - 250.0,> 267.5,Weekly analysis suggests suggests AAPL is in a corrective period with negative momentum. Daily analysis suggests AAPL is in a left hand translation. Mini bear flag forming on daily. Watching the 2hr for when the RS can turn back down as confirmation of the next leg lower.. See video.,Monster setup in AAPL. Hit final targets at 245,Target Zone Reached (Early / Missed Entry),2026-01-20T21:11:53Z
994,BABA,Inactive,2026-01-12T15:27:37.514Z,Intermediate-Term (3-8 weeks),163.0,Long,None,166.37 - 166.37,182.53 - 192.67,< 154.0,Weekly analysis suggests BABA is just now trying to form that weekly low.. Momentum is just turning positive. Daily analysis indicates that BABA is trying to entering into a short-term rising phase. Breakout setup vs 166.37 - needs to close over that level on a daily basis to turn this setup green. Re-eval is the RISING 21 EMA daily. See video.,Great move in BABA - looked towards the 78.6 and now will look to set up new idea on dips!,Target Zone Reached,2026-01-22T18:39:21Z
993,RCL,Inactive,2026-01-08T14:58:14.884Z,Short-Term (1-3 weeks),304.8,Long,None,304.0 - 304.0,320.0 - 323.0,< 289.0,Weekly analysis suggests RCL just formed a low with the rest of the cruiseliners. Breakout setup vs 304 - needs to see daily close above to be green on the site. IF it loses right around the 13 EMA on the daily that would invalidate this setup. See video.,Failed to show consolidation around the breakout area - now through the re-eval.,Re-evaluation Level Hit,2026-01-13T16:59:19Z
992,SHOP,Inactive,2026-01-07T17:22:14.304Z,Short-Term (1-3 weeks),169.0,Long,None,169.0 - 164.0,178.0 - 184.0,< 160.4,Weekly analysis suggests SHOP is early in a rising phase. Daily analysis suggests S-T low just formed. If SHOP can get over 173 that should trigger a quick move into targets. see video.,Scratched SHOP - needs to get over 170 on closing basis for a new setup,Pending / Inactive,2026-01-13T15:20:54Z
991,KRE,Inactive,2026-01-06T21:48:08.497Z,Short-Term (1-3 weeks),67.23,Long,None,67.0 - 65.7,69.0 - 70.15,< 65.0,Weekly analysis suggests it has been in a rising phase. ATH on radar. daily analysis suggests rising phase just getting underway.. See video. Put it live again 9:50 AM ET on 1/8,Just missed target and now back to favorable,Pending / Inactive,2026-01-12T14:31:46Z
990,FXI,Inactive,2026-01-06T14:52:53.393Z,Intermediate-Term (3-8 weeks),40.05,Long,None,40.0 - 39.5,41.25 - 42.0,< 38.75,"Weekly low due, daily rising phase. See video",FXI hovering near the breakout area in pre-market the air came out of this name post Iran-China tariff news. Will continue to keep BABA active as it is acting as expected and so far!,Pending / Inactive,2026-01-14T14:01:16Z
988,BABA,Inactive,2026-01-05T14:52:44.159Z,Short-Term (1-3 weeks),153.8,Long,None,154.0 - 151.75,162.0 - 166.0,< 148.0,"weekly low due, daily low due. expecting to see mini bull flag on 2hr form here and another turn up.. Nice wedge forming on daily basis.",Moved through re-eval,Re-evaluation Level Hit,2026-01-08T15:15:08Z
987,APP,Inactive,2025-12-19T16:56:59.405Z,Short-Term (1-3 weeks),721.0,Long,None,727.0 - 727.0,"772.76 - 800.79, 800.79 - 840.7",< 674.0,"Weekly rising phase, daily rising phase and a tight coil building below ATH.. See video. Need daily close over favorable zone to turn green.",Never triggered,Pending / Inactive,2026-01-02T18:49:06Z
986,TSLA,Inactive,2025-12-12T14:49:27.249Z,Short-Term (1-3 weeks),457.0,Long,None,457.0 - 457.0,"474.0 - 482.0, 500.0 - 500.0",< 440.33,Same setup as before but now a breakout setup vs old range high.. Close over the 457 at end of day and you want a bullish close today to confirm,Stock got smoked due to weakness in the stock. Changed the status back to yellow around 454. Given the action now down here at 443 we will just inactivate it. Remember you wanted to see the stock have a trend day! What does the stock do a trend day - opening drive higher - tight early consolidation and higher. this failed right at 10 AM.. That was your signal to get out of dodge.,Pending / Inactive,2025-12-12T16:56:04Z
